POSTED_BY,UNDER_CONSTRUCTION,PROPERTY_AGE,FURNISHED,APARTMENT_TYPE,FACING,NO._OF_ROOMS,BALCONY,POWER_BACKUP,AREA_IN_SQUARE_FT,READY_TO_MOVE,TRANSACTION_TYPE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,FACILITIES
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,3433.996566,YES,RESALE,"Sector-65 Gurgaon,Gurgaon",28.403138,77.070052,340,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1298.219585,YES,RESALE,"Electronics City Phase 1,Bangalore",12.840956,77.659441,70,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,NO,1109.165207,YES,RESALE,"Katapady,Udupi",13.278237,74.747328,38,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,4,YES,NO,1304.034182,YES,RESALE,"Kanchpada,Maharashtra",18.96,72.82,470,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,NO,1041.195111,YES,RESALE,"Sector-70 Noida,Noida",28.59632,77.38143,46,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,2135.748916,YES,RESALE,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,83.7,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1850.180505,YES,RESALE,"Noida Extension,Noida",28.579004,77.431173,82,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1665.080875,YES,RESALE,"Kudasan,Gandhinagar",23.166495,72.63429,70,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,398.2621289,YES,RESALE,"Purseni,Lucknow",26.707154,80.982346,11,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1005.025126,YES,RESALE,"Chandapura,Bangalore",12.80009,77.71182,48,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,4,YES,NO,4900.959771,YES,RESALE,"Kharadi,Pune",18.5438,73.9438,240,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1294.016156,YES,RESALE,"4 Bunglows,Mumbai",19.128324,72.825408,330,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1536.806516,YES,RESALE,"Sector-3 Vaishali,Ghaziabad",28.6423,77.3445,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1123.188406,YES,RESALE,"Kaggadasapura,Bangalore",12.9816,77.6729,62,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,NO,800.1939864,YES,RESALE,"Jhotwara,Jaipur",26.955346,75.734793,16.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,4,YES,NO,2655.807365,YES,RESALE,"Manpada,Maharashtra",19.239813,72.962722,300,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1513.775356,YES,RESALE,"JP Nagar,Bangalore",12.905368,77.580403,100,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,3,YES,YES,1280,YES,RESALE,"Ponekkara,Kochi",9.930471,76.271273,48,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,1,YES,NO,410.0678733,YES,RESALE,"Sector-18 Vrindavan Colony,Lucknow",28.568846,77.324966,14.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,3429.355281,YES,RESALE,"Vasna Road,Vadodara",22.312063,72.674296,100,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,890.0451869,YES,RESALE,"Sector-25 Khandeshhwar,Mumbai",28.582887,77.339935,65,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,977.7082519,YES,RESALE,"Bicholi Mardana,Indore",22.1764,75.8193,25,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1099.855282,YES,RESALE,"Syndicate Bank Colony,Bangalore",12.977126,77.577724,38,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1050.241272,YES,RESALE,"Paota,Jodhpur",26.29564,73.03943,37,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,COMMERCIAL,SOUTH-EAST,3,YES,NO,1400.241838,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,57.9,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1740.139211,YES,RESALE,"Sector 19 Kharghar,Mumbai",19.048979,73.078232,180,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1149.131767,YES,RESALE,"Marol,Lalitpur",24.69028,78.41889,180,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,NO,650.1950585,YES,RESALE,"Vadavalli,Coimbatore",11.026678,76.903583,20,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,COMMERCIAL,SOUTH-EAST,2,YES,YES,1355.01355,YES,RESALE,"Gopalpura Bypass,Jaipur",26.878068,75.779856,85,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1800.072003,YES,RESALE,"Rasanna Colony,Bangalore",12.96991,77.59796,150,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,907.6305221,YES,RESALE,"Taloja,Maharashtra",21.56128,74.21238,33.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1636.296021,YES,RESALE,"Budigere,Bangalore",13.141581,77.749756,88,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,900.2520706,YES,RESALE,"Tarsali,Vadodara",22.261354,73.215533,25,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1318.044023,YES,RESALE,"Doddakannelli,Bangalore",12.905538,77.694263,100,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1949.586451,YES,RESALE,"Sector-88 Mohali,Mohali",30.684523,76.691728,99,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1643.36522,YES,RESALE,"Kakkanad,Kochi",9.930471,76.271273,67,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1233.045623,YES,RESALE,"Kanjur Marg (East),Maharashtra",18.96,72.82,210,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,1,YES,NO,655.0802139,YES,RESALE,"Sector 20 Ulwe,Maharashtra",18.964489,73.019574,49,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1180.173092,YES,RESALE,"Ferrar Nagar,Bangalore",12.96991,77.59796,75,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1200.087279,YES,RESALE,"Sahibabad,Ghaziabad",28.6711,77.3683,55,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,6974.645114,YES,RESALE,"New Alipore,Kolkata",22.53028,88.33417,1700,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,4,YES,NO,2700.075602,YES,RESALE,"Sector-98 Noida,Noida",28.535689,77.359671,250,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,850.0991782,YES,RESALE,"Ajmer Road,Jaipur",26.928785,75.828002,30,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,2636.296531,YES,RESALE,"Konanakunte,Bangalore",12.8855,77.5638,250,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,900.0163639,YES,RESALE,"Roopena Agrahara,Bangalore",12.928575,77.585721,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,2472.952087,YES,RESALE,"NIBM,Pune",18.475864,73.890009,160,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,904.0656205,YES,RESALE,"Suraksha Nagar,Bangalore",20.098413,79.10786,50.7,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,1,YES,YES,265.0033933,YES,RESALE,"Andheri (East),Lalitpur",19.1145,72.8712,82,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1570.306924,YES,RESALE,"Tonk Road,Jaipur",26.16667,75.78333,110,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,955.4140127,YES,RESALE,"Hiranandani Estate,Lalitpur",19.255098,72.9815265,150,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1000,YES,RESALE,"Sector-53 Noida,Noida",28.593566,77.362752,60,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,2494.747899,YES,RESALE,"Kadugodi,Bangalore",12.995285,77.766797,95,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1150.130348,YES,RESALE,"Villivakkam Near ICF Bus Stand,Chennai",13.1101,80.2095,75,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1210.136674,YES,RESALE,"Kamothe,Mumbai",19.0168,73.09646,85,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1365.001365,YES,RESALE,"Sector-11 Ghansoli,Mumbai",19.126499,72.99956,200,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,499.6366279,YES,RESALE,"Hiranandani Estate,Maharashtra",19.255098,72.9815265,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1050.144395,YES,RESALE,"Manjalpur,Vadodara",22.271214,73.188827,40,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,1,YES,YES,476.0204689,YES,RESALE,"Madanandapuram,Chennai",13.020957,80.152774,40,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,985.452839,YES,RESALE,"Hajipur,Noida",28.538774,77.366515,21,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1045.296167,YES,RESALE,"Sector 77 Faridabad,Faridabad",28.368269,77.37273,24,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1301.89498,YES,RESALE,"Sarjapur Road,Bangalore",12.86,77.786,90,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,2000,YES,RESALE,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,38,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,4465.709729,YES,RESALE,"Sector-108 Noida,Noida",28.526624,77.376718,280,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1192,YES,RESALE,"Nayapalli,Bhubaneswar",20.286571,85.810906,59.6,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1846.153846,YES,RESALE,"New Town,Kolkata",22.5922,88.484911,120,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,1,YES,YES,448.5310608,YES,RESALE,"Kanjur Marg (East),Mumbai",19.221571,73.042474,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,750.0604887,YES,RESALE,"Gyan Khand 2,Ghaziabad",28.66667,77.41667,31,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1060.070671,YES,RESALE,"Roadpali,Maharashtra",19.040066,73.115347,72,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1415.09434,YES,RESALE,"Electronic City Phase II,Bangalore",12.8458,77.6727,79.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1160.062565,YES,RESALE,"Sector-35G Kharghar,Maharashtra",18.96,72.82,89,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1690.024732,YES,RESALE,"Goregaon (East),Lalitpur",19.1615,72.8731,410,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1672.762741,YES,RESALE,"Sector-143B Noida,Noida",28.495803,77.426848,68.6,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1315.265046,YES,RESALE,"RM Park,Valsad",20.606469,72.913465,33,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,1,YES,NO,650.026001,YES,RESALE,"Kalyan (West),Mumbai",19.245347,73.124577,50,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,1,YES,YES,540.1755571,YES,RESALE,"Saphale,Palghar",19.585537,72.836868,16,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1830.065359,YES,RESALE,"Suraksha Nagar,Bangalore",20.098413,79.10786,98,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1575.157516,YES,RESALE,"Judges Enclave,Ghaziabad",28.66667,77.41667,70,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1530,YES,RESALE,"Harlur Road,Bangalore",12.904179,77.665897,76.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,619.6377502,YES,RESALE,"Byagadadhenahalli,Bangalore",12.758604,77.700377,26,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,4,YES,NO,2200,YES,RESALE,"Citylight Area,Surat",21.17,72.83,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1757.188498,YES,RESALE,"Action Area IID,Kolkata",40.67197199,-86.15292909,77,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1087.885617,YES,RESALE,"Manpada,Mumbai",19.239813,72.962722,140,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1199.862873,YES,RESALE,"Doddakallasandra,Bangalore",12.880993,77.557654,70,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1265.035255,YES,RESALE,"Bhuvaneshwari Nagar,Bangalore",13.033421,77.603954,61,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,676.0453302,YES,RESALE,"Ganganagar,Kolkata",22.301625,88.242147,17.3,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,800,YES,RESALE,"Mohan Nagar,Ghaziabad",28.678014,77.38296,42,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,750.0750075,YES,RESALE,"Maheshtala,Kolkata",22.486821,88.233267,25,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1500,YES,RESALE,"Anna Nagar West,Chennai",13.086769,80.191135,150,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1814.285714,YES,RESALE,"Khandagiri,Bhubaneswar",20.257483,85.780142,88.9,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1195.652174,YES,RESALE,"Ghodbunder Road,Lalitpur",24.69028,78.41889,110,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1395.032324,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,41,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,850.1594049,YES,RESALE,"Palghar,Palghar",19.696531,72.767746,24,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,909.4339623,YES,RESALE,"Keelkattalai,Chennai",12.957707,80.183671,48.2,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,910.0937672,YES,RESALE,"Ramna,Varanasi",25.248438,83.014116,33,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1850.070303,YES,RESALE,"Aga Abbas Ali Road,Bangalore",12.96991,77.59796,250,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,2069.857697,YES,RESALE,"Sector-107 Noida,Noida",28.546788,77.378494,160,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,820.0082001,YES,RESALE,"Thane West,Mumbai",19.18,72.96333,140,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1241.80752,YES,RESALE,"Sargasan,Gandhinagar",23.182972,72.611485,36,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1014.120668,YES,RESALE,"Kharadi,Maharashtra",18.5438,73.9438,79,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,4,YES,NO,2302.158273,YES,RESALE,"Sector-70 Mohali,Mohali",30.697795,76.714722,160,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,900.0782677,YES,RESALE,"Sector 35I Kharghar,Lalitpur",24.69028,78.41889,69,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,898.5074627,YES,RESALE,"Jalukbari,Guwahati",26.154874,91.670312,30.1,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,2235.294118,YES,RESALE,"C-Scheme,Jaipur",26.91667,75.86667,190,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1350,YES,RESALE,"Sector-50 Noida,Noida",28.5679,77.3679,81,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1100.110011,YES,RESALE,"Warje,Pune",18.485487,73.803773,70,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,1,YES,YES,612.1199755,YES,RESALE,"Mambakkam,Chennai",12.8356,80.1682,30,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1100.352113,YES,RESALE,"Sai Nagar,Amravati",20.892133,77.741664,25,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,5,YES,NO,5194.805195,YES,RESALE,"Sector-128 Noida,Noida",28.522931,77.357078,400,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,3,YES,YES,1475.256769,YES,RESALE,"Sector-137 Noida,Noida",28.506454,77.409568,79,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,2780.191138,YES,RESALE,"Sector-79 Noida,Noida",28.558047,77.392752,160,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,0-2,NO,RESIDENTIAL,SOUTH-EAST,1,YES,NO,300.0260892,YES,RESALE,"Kachimet,Lalitpur",24.69028,78.41889,11.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1000,YES,RESALE,"Venkojipalem,Visakhapatnam",17.7,83.25,50,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,1532.720245,YES,RESALE,"Goregaon (East),Mumbai",19.1615,72.8731,230,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,2,YES,YES,995.8314034,YES,RESALE,"Sevasi,Vadodara",22.311323,73.121275,21.5,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,1646.706587,YES,RESALE,"Sector-90 Gurgaon,Gurgaon",28.406794,76.936447,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,4,YES,YES,2350.965575,YES,RESALE,"Sunny Enclave,Mohali",30.664299,76.817624,56,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,RESIDENTIAL,SOUTH-EAST,3,YES,NO,534.061239,YES,RESALE,"Sector 55 Faridabad,Faridabad",28.34532,77.299035,45,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,SOUTH-EAST,2,YES,NO,1100,YES,RESALE,"Majiwada,Mumbai",19.218498,72.992114,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
